,ID,RET
1167,1167,False
1168,1168,False
1169,1169,False
1170,1170,True
1171,1171,False
1172,1172,False
1173,1173,True
1174,1174,False
1175,1175,True
1176,1176,False
1177,1177,False
1178,1178,True
1179,1179,True
1180,1180,False
1181,1181,True
1182,1182,False
1183,1183,True
1184,1184,False
1185,1185,False
1186,1186,True
1187,1187,True
1188,1188,False
1189,1189,True
1190,1190,True
1191,1191,True
1192,1192,True
1193,1193,False
1194,1194,True
1195,1195,False
1196,1196,False
1197,1197,False
1198,1198,False
1199,1199,True
1200,1200,True
1201,1201,True
1202,1202,False
1203,1203,False
1204,1204,True
1205,1205,False
1206,1206,True
1207,1207,False
1208,1208,True
1209,1209,True
1210,1210,True
1211,1211,True
1212,1212,False
1213,1213,False
1214,1214,False
1215,1215,False
1216,1216,False
1217,1217,True
1218,1218,False
1219,1219,True
1220,1220,True
1221,1221,True
1222,1222,True
1223,1223,True
1224,1224,False
1225,1225,True
1226,1226,False
1227,1227,False
1228,1228,False
1229,1229,False
1230,1230,False
1231,1231,False
1232,1232,True
1233,1233,True
1234,1234,False
1235,1235,False
1236,1236,False
1237,1237,False
1238,1238,True
1239,1239,True
1240,1240,True
1241,1241,False
1242,1242,True
1243,1243,True
1244,1244,False
1245,1245,True
1246,1246,True
1247,1247,False
1248,1248,True
1249,1249,False
1250,1250,False
1251,1251,True
1252,1252,True
1253,1253,True
1254,1254,False
1255,1255,False
1256,1256,True
1257,1257,False
1258,1258,False
1259,1259,False
1260,1260,True
1261,1261,False
1262,1262,True
1263,1263,True
1264,1264,True
1265,1265,True
1266,1266,False
1267,1267,False
1268,1268,False
1269,1269,False
1270,1270,False
1271,1271,False
1272,1272,True
1273,1273,False
1274,1274,False
1275,1275,False
1276,1276,True
1277,1277,True
1278,1278,True
1279,1279,True
1280,1280,False
1281,1281,True
1282,1282,False
1283,1283,False
1284,1284,True
1285,1285,False
1286,1286,False
1287,1287,False
1288,1288,False
1289,1289,False
1290,1290,False
1291,1291,False
1292,1292,True
1293,1293,False
1294,1294,False
1295,1295,True
1296,1296,False
1297,1297,False
1298,1298,True
1299,1299,False
1300,1300,True
1301,1301,True
1302,1302,True
1303,1303,False
1304,1304,False
1305,1305,False
1306,1306,False
1307,1307,False
1308,1308,False
1309,1309,True
1310,1310,False
1311,1311,True
1312,1312,True
1313,1313,True
1314,1314,True
1315,1315,False
1316,1316,False
1317,1317,True
1318,1318,False
1319,1319,True
1320,1320,False
1321,1321,True
1322,1322,False
1323,1323,False
1324,1324,False
1325,1325,False
1326,1326,False
1327,1327,True
1328,1328,True
1329,1329,False
1330,1330,True
1331,1331,False
1332,1332,False
1333,1333,False
1334,1334,True
1335,1335,False
1336,1336,True
1337,1337,True
1338,1338,True
1339,1339,True
1340,1340,True
1341,1341,False
1342,1342,True
1343,1343,True
1344,1344,False
1345,1345,False
1346,1346,False
1347,1347,True
1348,1348,False
1349,1349,False
1350,1350,True
1351,1351,True
1352,1352,False
1353,1353,True
1354,1354,False
1355,1355,True
1356,1356,True
1357,1357,False
1358,1358,True
1359,1359,True
1360,1360,True
1361,1361,True
1362,1362,True
1363,1363,False
1364,1364,True
1365,1365,True
1366,1366,False
1367,1367,True
1368,1368,True
1369,1369,True
1370,1370,False
1371,1371,False
1372,1372,False
1373,1373,True
1374,1374,True
1375,1375,False
1376,1376,False
1377,1377,True
1378,1378,True
1379,1379,True
1380,1380,True
1381,1381,False
1382,1382,False
1383,1383,True
1384,1384,False
1385,1385,True
1386,1386,False
1387,1387,True
1388,1388,False
1389,1389,False
1390,1390,True
1391,1391,True
1392,1392,True
1393,1393,False
1394,1394,False
1395,1395,True
1396,1396,False
1397,1397,True
1398,1398,False
1399,1399,False
1400,1400,False
1401,1401,False
1402,1402,True
1403,1403,True
1404,1404,True
1405,1405,True
1406,1406,True
1407,1407,True
1408,1408,False
1409,1409,False
1410,1410,True
1411,1411,False
1412,1412,False
1413,1413,True
1414,1414,False
1415,1415,True
1416,1416,False
1417,1417,False
1418,1418,True
1419,1419,True
1420,1420,True
1421,1421,False
1422,1422,True
1423,1423,False
1424,1424,True
1425,1425,False
1426,1426,False
1427,1427,True
1428,1428,True
1429,1429,True
1430,1430,True
1431,1431,False
1432,1432,False
1433,1433,False
1434,1434,True
1435,1435,True
1436,1436,False
1437,1437,True
1438,1438,False
1439,1439,True
1440,1440,True
1441,1441,False
1442,1442,True
1443,1443,True
1444,1444,True
1445,1445,True
1446,1446,True
1447,1447,False
1448,1448,True
1449,1449,False
1450,1450,False
1451,1451,True
1452,1452,False
1453,1453,False
1454,1454,True
1455,1455,False
1456,1456,True
1457,1457,True
1458,1458,True
1459,1459,False
1460,1460,True
1461,1461,True
1462,1462,False
1463,1463,False
1464,1464,False
1465,1465,True
1466,1466,True
1467,1467,True
1468,1468,True
1469,1469,False
1470,1470,False
1471,1471,False
1472,1472,True
1473,1473,True
1474,1474,True
1475,1475,True
1476,1476,False
1477,1477,False
1478,1478,False
1479,1479,True
1480,1480,False
1481,1481,False
1482,1482,False
1483,1483,False
1484,1484,True
1485,1485,True
1486,1486,False
1487,1487,False
1488,1488,True
1489,1489,False
1490,1490,False
1491,1491,False
1492,1492,True
1493,1493,True
1494,1494,False
1495,1495,True
1496,1496,True
1497,1497,True
1498,1498,False
1499,1499,False
1500,1500,False
1501,1501,True
1502,1502,False
1503,1503,False
1504,1504,False
1505,1505,False
1506,1506,False
1507,1507,True
1508,1508,False
1509,1509,False
1510,1510,True
1511,1511,False
1512,1512,False
1513,1513,False
1514,1514,False
1515,1515,False
1516,1516,True
1517,1517,True
1518,1518,False
1519,1519,False
1520,1520,True
1521,1521,True
1522,1522,True
1523,1523,False
1524,1524,False
1525,1525,False
1526,1526,True
1527,1527,True
1528,1528,False
1529,1529,False
1530,1530,True
1531,1531,True
1532,1532,True
1533,1533,True
1534,1534,True
1535,1535,True
1536,1536,True
1537,1537,True
1538,1538,False
1539,1539,True
1540,1540,True
1541,1541,True
1542,1542,True
1543,1543,False
1544,1544,False
1545,1545,False
1546,1546,True
1547,1547,True
1548,1548,True
1549,1549,True
1550,1550,True
1551,1551,True
1552,1552,True
1553,1553,True
1554,1554,False
1555,1555,True
1556,1556,False
1557,1557,True
1558,1558,True
1559,1559,True
1560,1560,True
1561,1561,True
1562,1562,True
1563,1563,True
1564,1564,False
1565,1565,False
1566,1566,False
1567,1567,True
1568,1568,True
1569,1569,True
1570,1570,True
1571,1571,True
1572,1572,False
1573,1573,True
1574,1574,False
1575,1575,True
1576,1576,True
1577,1577,True
1578,1578,False
1579,1579,False
1580,1580,True
1581,1581,True
1582,1582,True
1583,1583,True
1584,1584,True
1585,1585,False
1586,1586,False
1587,1587,True
1588,1588,True
1589,1589,False
1590,1590,True
1591,1591,True
1592,1592,False
1593,1593,False
1594,1594,True
1595,1595,False
1596,1596,False
1597,1597,False
1598,1598,True
1599,1599,True
1600,1600,False
1601,1601,True
1602,1602,False
1603,1603,True
1604,1604,True
1605,1605,False
1606,1606,False
1607,1607,False
1608,1608,False
1609,1609,False
1610,1610,True
1611,1611,False
1612,1612,True
1613,1613,True
1614,1614,False
1615,1615,False
1616,1616,False
1617,1617,False
1618,1618,False
1619,1619,True
1620,1620,True
1621,1621,False
1622,1622,True
1623,1623,True
1624,1624,False
1625,1625,False
1626,1626,True
1627,1627,False
1628,1628,True
1629,1629,True
1630,1630,False
1631,1631,True
1632,1632,True
1633,1633,True
1634,1634,True
1635,1635,False
1636,1636,False
1637,1637,True
1638,1638,False
1639,1639,True
1640,1640,True
1641,1641,True
1642,1642,False
1643,1643,False
1644,1644,True
1645,1645,True
1646,1646,True
1647,1647,True
1648,1648,False
1649,1649,True
1650,1650,False
1651,1651,False
1652,1652,True
1653,1653,False
1654,1654,False
1655,1655,True
1656,1656,True
1657,1657,True
1658,1658,True
1659,1659,False
1660,1660,False
1661,1661,True
1662,1662,False
1663,1663,False
1664,1664,True
1665,1665,False
1666,1666,False
1667,1667,True
1668,1668,True
1669,1669,False
1670,1670,True
1671,1671,True
1672,1672,False
1673,1673,False
1674,1674,False
1675,1675,True
1676,1676,False
1677,1677,True
1678,1678,False
1679,1679,True
1680,1680,False
1681,1681,False
1682,1682,False
1683,1683,True
1684,1684,True
1685,1685,False
1686,1686,True
1687,1687,False
1688,1688,False
1689,1689,False
1690,1690,True
1691,1691,True
1692,1692,True
1693,1693,False
1694,1694,False
1695,1695,True
1696,1696,False
1697,1697,True
1698,1698,True
1699,1699,False
1700,1700,False
1701,1701,True
1702,1702,False
1703,1703,False
1704,1704,False
1705,1705,False
1706,1706,False
1707,1707,True
1708,1708,False
1709,1709,True
1710,1710,True
1711,1711,True
1712,1712,True
1713,1713,True
1714,1714,True
1715,1715,True
1716,1716,False
1717,1717,False
1718,1718,False
1719,1719,True
1720,1720,True
1721,1721,False
1722,1722,True
1723,1723,True
1724,1724,False
1725,1725,False
1726,1726,False
1727,1727,True
1728,1728,False
1729,1729,True
1730,1730,True
1731,1731,True
1732,1732,False
1733,1733,True
1734,1734,True
1735,1735,True
1736,1736,True
1737,1737,False
1738,1738,True
1739,1739,True
1740,1740,True
1741,1741,False
1742,1742,True
1743,1743,False
1744,1744,False
1745,1745,False
1746,1746,True
1747,1747,True
1748,1748,False
1749,1749,True
1750,1750,False
1751,1751,True
1752,1752,True
1753,1753,False
1754,1754,True
1755,1755,True
1756,1756,False
1757,1757,False
1758,1758,False
1759,1759,True
1760,1760,True
1761,1761,False
1762,1762,False
1763,1763,True
1764,1764,True
1765,1765,False
1766,1766,True
1767,1767,True
1768,1768,False
1769,1769,False
1770,1770,True
1771,1771,False
1772,1772,True
1773,1773,True
1774,1774,True
1775,1775,False
1776,1776,False
1777,1777,False
1778,1778,True
1779,1779,False
1780,1780,False
1781,1781,False
1782,1782,False
1783,1783,False
1784,1784,True
1785,1785,False
1786,1786,False
1787,1787,True
1788,1788,False
1789,1789,False
1790,1790,False
1791,1791,True
1792,1792,False
1793,1793,False
1794,1794,True
1795,1795,False
1796,1796,False
1797,1797,True
1798,1798,True
1799,1799,True
1800,1800,False
1801,1801,True
1802,1802,False
1803,1803,True
1804,1804,False
1805,1805,False
1806,1806,True
1807,1807,False
1808,1808,False
1809,1809,True
1810,1810,False
1811,1811,False
1812,1812,False
1813,1813,True
1814,1814,False
1815,1815,False
1816,1816,False
1817,1817,True
1818,1818,False
1819,1819,True
1820,1820,True
1821,1821,True
1822,1822,False
1823,1823,False
1824,1824,False
1825,1825,True
1826,1826,False
1827,1827,False
1828,1828,False
1829,1829,False
1830,1830,False
1831,1831,False
1832,1832,False
1833,1833,True
1834,1834,False
1835,1835,True
1836,1836,False
1837,1837,True
1838,1838,False
1839,1839,False
1840,1840,True
1841,1841,False
1842,1842,True
1843,1843,True
1844,1844,False
1845,1845,True
1846,1846,True
1847,1847,True
1848,1848,True
1849,1849,False
1850,1850,False
1851,1851,False
1852,1852,False
1853,1853,True
1854,1854,False
1855,1855,True
1856,1856,True
1857,1857,True
1858,1858,True
1859,1859,True
1860,1860,False
1861,1861,False
1862,1862,True
1863,1863,True
1864,1864,False
1865,1865,True
1866,1866,False
1867,1867,False
1868,1868,True
1869,1869,False
1870,1870,False
1871,1871,True
1872,1872,False
1873,1873,False
1874,1874,False
1875,1875,True
1876,1876,False
1877,1877,False
1878,1878,False
1879,1879,True
1880,1880,True
1881,1881,False
1882,1882,False
1883,1883,False
1884,1884,False
1885,1885,False
1886,1886,False
1887,1887,True
1888,1888,True
1889,1889,True
1890,1890,True
1891,1891,False
1892,1892,True
1893,1893,True
1894,1894,False
1895,1895,False
1896,1896,False
1897,1897,True
1898,1898,False
1899,1899,False
1900,1900,False
1901,1901,True
1902,1902,True
1903,1903,True
1904,1904,True
1905,1905,True
1906,1906,False
1907,1907,True
1908,1908,True
1909,1909,True
1910,1910,False
1911,1911,True
1912,1912,True
1913,1913,True
1914,1914,True
1915,1915,True
1916,1916,False
1917,1917,True
1918,1918,False
1919,1919,True
1920,1920,True
1921,1921,True
1922,1922,False
1923,1923,True
1924,1924,False
1925,1925,False
1926,1926,False
1927,1927,True
1928,1928,False
1929,1929,False
1930,1930,True
1931,1931,False
1932,1932,False
1933,1933,False
1934,1934,False
1935,1935,False
1936,1936,False
1937,1937,True
1938,1938,False
1939,1939,False
1940,1940,False
1941,1941,False
1942,1942,True
1943,1943,True
1944,1944,True
1945,1945,True
1946,1946,False
1947,1947,False
1948,1948,True
1949,1949,False
1950,1950,True
1951,1951,False
1952,1952,False
1953,1953,False
1954,1954,True
1955,1955,True
1956,1956,False
1957,1957,False
1958,1958,False
1959,1959,True
1960,1960,False
1961,1961,False
1962,1962,True
1963,1963,False
1964,1964,True
1965,1965,True
1966,1966,True
1967,1967,False
1968,1968,True
1969,1969,False
1970,1970,True
1971,1971,True
1972,1972,False
1973,1973,True
1974,1974,False
1975,1975,True
1976,1976,False
1977,1977,True
1978,1978,False
1979,1979,True
1980,1980,False
1981,1981,False
1982,1982,False
1983,1983,False
1984,1984,True
1985,1985,False
1986,1986,True
1987,1987,True
1988,1988,True
1989,1989,True
1990,1990,True
1991,1991,True
1992,1992,True
1993,1993,True
1994,1994,False
1995,1995,False
1996,1996,True
1997,1997,True
